Wall time,Step,Value
1650226857.1611166,0,0.29496800899505615
1650226857.836714,1,0.9081903696060181
1650226858.0129316,2,0.9307010769844055
1650226858.6470435,3,0.9051569700241089
1650226858.8345604,4,0.9370879530906677
1650226859.5611157,5,0.9457300305366516
1650226859.7272642,6,0.9541981816291809
1650226860.4170496,7,0.9668535590171814
1650226860.5838287,8,0.9781801104545593
1650226861.1934102,9,0.9694733023643494
1650226861.3598049,10,0.9590696692466736
1650226861.9775507,11,0.9926519989967346
1650226862.1484516,12,0.9829983711242676
1650226862.6860263,13,0.9841663241386414
1650226862.8565722,14,0.9887710809707642
1650226863.5871367,15,0.972493588924408
1650226863.754303,16,0.9736227989196777
1650226864.480322,17,0.9592085480690002
1650226864.663613,18,0.9364364743232727
1650226865.3819697,19,0.9669184684753418
1650226865.548892,20,0.959374725818634
1650226866.052639,21,0.9124460816383362
1650226866.2188096,22,0.9025670289993286
1650226866.9129395,23,0.9329109787940979
1650226867.087308,24,0.9448749423027039
1650226867.7557547,25,0.9431672692298889
1650226867.9210944,26,0.9501507878303528
1650226868.6595721,27,0.9849451780319214
1650226868.825029,28,0.9904127717018127
1650226869.546458,29,0.9706996083259583
1650226869.7113638,30,0.9839960932731628
1650226870.3030412,31,0.9889807105064392
1650226879.121566,32,0.9872894883155823
1650226879.7221022,33,0.9801177978515625
1650226879.8931832,34,0.972010612487793
1650226880.5657387,35,0.9523671865463257
1650226880.7339065,36,0.9700750708580017
1650226881.5263338,37,0.9532798528671265
1650226881.7115352,38,0.9351634979248047
1650226882.4526193,39,0.9421862363815308
1650226882.6205099,40,0.9404577016830444
1650226883.242632,41,0.9589980244636536
1650226883.4089208,42,0.9719789028167725
1650226884.0002372,43,0.982230007648468
1650226884.1888757,44,0.9640912413597107
1650226884.943466,45,0.9579495787620544
1650226885.1285446,46,0.9862542748451233
1650226885.915532,47,0.968377411365509
1650226886.0865116,48,0.9777066707611084
1650226886.8254633,49,0.9956400990486145
1650226886.9985583,50,0.9631262421607971
1650226887.7590268,51,0.9471008777618408
1650226887.925104,52,0.9600306153297424
1650226888.6492538,53,0.9447872042655945
1650226888.8156166,54,0.905543863773346
1650226889.5354023,55,0.9373191595077515
1650226889.7132866,56,0.9236987829208374
1650226890.5120392,57,0.9803217649459839
1650226890.682452,58,0.9562571048736572
1650226891.3493185,59,0.9702025055885315
1650226891.5149696,60,0.9683422446250916
1650226892.2258747,61,0.9615283012390137
1650226892.3894243,62,0.9587504863739014
1650226893.1169326,63,0.9663877487182617
1650226900.8084505,64,0.9566416144371033
1650226901.5195284,65,0.9830913543701172
1650226901.6968222,66,0.98232102394104
1650226902.3588212,67,0.9800775051116943
1650226902.5248966,68,0.9568415880203247
1650226903.1648383,69,0.9631697535514832
1650226903.3334754,70,0.9389283657073975
1650226904.0582557,71,0.9530887007713318
1650226904.2251291,72,0.9841992855072021
1650226904.9230444,73,0.9762263298034668
1650226905.0887582,74,0.9659500122070312
1650226905.7594304,75,0.9723600149154663
1650226905.924649,76,0.951930582523346
1650226906.600812,77,0.9819217324256897
1650226906.7668495,78,0.9806764721870422
1650226907.352036,79,0.9389820098876953
1650226907.5178077,80,0.9717790484428406
