Wall time,Step,Value
1650226857.1601768,0,0.5496688485145569
1650226857.8356802,1,0.4228076934814453
1650226858.011964,2,0.29827749729156494
1650226858.6460202,3,0.7555057406425476
1650226858.8336458,4,0.6319801807403564
1650226859.5601075,5,0.4800436794757843
1650226859.7263083,6,0.4067703187465668
1650226860.416036,7,0.4006710946559906
1650226860.5828078,8,0.36303845047950745
1650226861.1924093,9,0.34801211953163147
1650226861.3588376,10,0.3348720967769623
1650226861.976575,11,0.44080013036727905
1650226862.1475034,12,0.4693359136581421
1650226862.6849768,13,0.5128380060195923
1650226862.855584,14,0.5563476085662842
1650226863.5861573,15,0.5843650102615356
1650226863.7533286,16,0.6680154204368591
1650226864.4792511,17,0.7057536840438843
1650226864.6626234,18,0.621624231338501
1650226865.3809376,19,0.3662855625152588
1650226865.5478652,20,0.8493727445602417
1650226866.051694,21,0.7169652581214905
1650226866.217832,22,0.6512467265129089
1650226866.9119651,23,0.6809054017066956
1650226867.0863876,24,0.6781520247459412
1650226867.754854,25,0.6091138124465942
1650226867.9201941,26,0.5379229784011841
1650226868.6586258,27,0.6244030594825745
1650226868.8241248,28,0.6706078052520752
1650226869.5455203,29,0.5435642600059509
1650226869.7104287,30,0.6009957194328308
1650226870.3021724,31,0.6866811513900757
1650226879.1205835,32,0.6517950892448425
1650226879.72106,33,0.7146531343460083
1650226879.8921502,34,0.8034358620643616
1650226880.5647476,35,0.7613348364830017
1650226880.7329702,36,0.8439105749130249
1650226881.5253944,37,0.7893784046173096
1650226881.7105682,38,0.759627103805542
1650226882.4516344,39,0.7774625420570374
1650226882.6195858,40,0.7412135601043701
1650226883.2416396,41,0.8123759627342224
1650226883.407979,42,0.6917675733566284
1650226883.9993215,43,0.7867670059204102
1650226884.1878045,44,0.6824781894683838
1650226884.9424818,45,0.6832903623580933
1650226885.1276705,46,0.7931938767433167
1650226885.914578,47,0.7238619923591614
1650226886.0854998,48,0.7680385708808899
1650226886.8245206,49,0.6271837949752808
1650226886.9975173,50,0.7928122282028198
1650226887.7579815,51,0.7650518417358398
1650226887.9240377,52,0.7914498448371887
1650226888.6482317,53,0.7030476927757263
1650226888.8145778,54,0.5962299108505249
1650226889.5343845,55,0.6585311889648438
1650226889.7122312,56,0.6374571919441223
1650226890.511129,57,0.8067212700843811
1650226890.681428,58,0.6870649456977844
1650226891.348377,59,0.7533155083656311
1650226891.5140378,60,0.6976334452629089
1650226892.2249396,61,0.7111753225326538
1650226892.3885288,62,0.706943690776825
1650226893.116048,63,0.763668417930603
1650226900.8074377,64,0.7449517846107483
1650226901.5185783,65,0.6000676155090332
1650226901.6957924,66,0.8503205180168152
1650226902.3578296,67,0.7580214738845825
1650226902.5239892,68,0.6897057890892029
1650226903.163795,69,0.6796000003814697
1650226903.332491,70,0.5424385666847229
1650226904.0573304,71,0.6130537390708923
1650226904.2241225,72,0.716206431388855
1650226904.9221048,73,0.7116531729698181
1650226905.087835,74,0.7243701219558716
1650226905.7584653,75,0.7700304388999939
1650226905.923717,76,0.7348841428756714
1650226906.5998917,77,0.7404699325561523
1650226906.7659042,78,0.7244110703468323
1650226907.3510442,79,0.7325677871704102
1650226907.5168588,80,0.7648930549621582
1650226908.174397,81,0.7211934924125671
1650226908.34031,82,0.7659295201301575
1650226909.0670846,83,0.7896860241889954
1650226909.2354445,84,0.7308897972106934
1650226909.9476414,85,0.6791236996650696
1650226910.1135173,86,0.6917722821235657
1650226910.8644176,87,0.7160815596580505
1650226911.0307431,88,0.7423093318939209
1650226911.734411,89,0.686661422252655
1650226911.900623,90,0.7526061534881592
1650226912.473033,91,0.7727333307266235
1650226912.6411548,92,0.6615449786186218
1650226913.3241525,93,0.7610174417495728
1650226913.4906337,94,0.8002193570137024
1650226914.1339004,95,0.6934513449668884
1650226923.4164405,96,0.5998119711875916
1650226924.2142155,97,0.7192305326461792
1650226924.3857136,98,0.8285390734672546
1650226925.1792378,99,0.6521937251091003
1650226925.3534222,100,0.6124553084373474
1650226926.0960035,101,0.7093462347984314
1650226926.285058,102,0.6680697202682495
1650226927.0682616,103,0.6114956140518188
1650226927.2425804,104,0.7060223817825317
1650226928.0374308,105,0.766973078250885
1650226928.2059808,106,0.7309874892234802
1650226928.992478,107,0.7656219601631165
1650226929.1593928,108,0.750734806060791
1650226929.8473413,109,0.8041803240776062
1650226930.0152283,110,0.7900748252868652
1650226930.755114,111,0.8055979609489441
1650226930.9232788,112,0.741692304611206
1650226931.6461234,113,0.763251543045044
1650226931.8126736,114,0.808448314666748
1650226932.5602465,115,0.6136562824249268
1650226932.7266011,116,0.7335436344146729
1650226933.495435,117,0.7080155611038208
1650226933.661817,118,0.673302948474884
1650226934.4294245,119,0.6882421970367432
1650226934.5952046,120,0.6875293254852295
1650226935.3784382,121,0.7060970664024353
1650226935.5464492,122,0.6822891235351562
1650226936.2456546,123,0.6965352296829224
1650226936.4108791,124,0.7168612480163574
1650226937.0878189,125,0.7800473570823669
1650226937.2535033,126,0.7041558027267456
1650226937.943909,127,0.650926411151886
1650226946.7307532,128,0.7943304181098938
1650226947.3998146,129,0.7522035837173462
1650226947.5643256,130,0.8400888442993164
1650226948.164098,131,0.8561708331108093
1650226948.3290658,132,0.7740954756736755
1650226948.982279,133,0.6644419431686401
1650226949.147237,134,0.7453590631484985
1650226949.841387,135,0.6869409680366516
1650226950.0067413,136,0.7168556451797485
1650226950.7075677,137,0.673332691192627
1650226950.8778741,138,0.7155548930168152
1650226951.5874398,139,0.7289199829101562
1650226951.7530766,140,0.733902096748352
1650226952.3074746,141,0.7433650493621826
1650226952.4725,142,0.7342073321342468
1650226953.0981913,143,0.8533225655555725
1650226953.2632966,144,0.8122460842132568
1650226953.8879192,145,0.764453649520874
1650226954.0561879,146,0.854603111743927
1650226954.6743896,147,0.7833237051963806
1650226954.8397768,148,0.7809486985206604
1650226955.445159,149,0.7063474059104919
1650226955.610789,150,0.6876413226127625
1650226956.3574705,151,0.643006443977356
1650226956.5226488,152,0.6256095767021179
1650226957.147546,153,0.42247557640075684
1650226957.3129103,154,0.6523596048355103
1650226958.001831,155,0.7308580875396729
1650226958.1712403,156,0.7119082808494568
1650226958.7665277,157,0.5098543763160706
1650226958.9346538,158,0.5591946840286255
1650226959.6031482,159,0.6994890570640564
1650226966.9762275,160,0.6992508769035339
1650226967.6892607,161,0.6113623976707458
1650226967.85568,162,0.6930249333381653
1650226968.4147377,163,0.6329378485679626
1650226968.58005,164,0.6791785359382629
1650226969.1744788,165,0.6985559463500977
1650226969.3384366,166,0.7042208909988403
1650226969.9316163,167,0.6939835548400879
1650226970.0959735,168,0.7482346892356873
1650226970.7268538,169,0.7443400025367737
1650226970.8918407,170,0.8287566304206848
1650226971.4364398,171,0.783532977104187
1650226971.6014392,172,0.8072910904884338
1650226972.2944684,173,0.8430011868476868
1650226972.4612885,174,0.8350933194160461
1650226973.1217332,175,0.718076765537262
1650226973.2872736,176,0.7696924805641174
1650226973.9145257,177,0.7482037544250488
1650226974.0801306,178,0.7570817470550537
1650226974.6942062,179,0.6301846504211426
1650226974.8598883,180,0.6380159854888916
1650226975.5707603,181,0.624873697757721
1650226975.7366633,182,0.5762051939964294
1650226976.4015045,183,0.6689699292182922
1650226976.566907,184,0.6790702939033508
1650226977.2688038,185,0.6824826598167419
1650226977.435582,186,0.7371184825897217
1650226978.1618073,187,0.7449778318405151
1650226978.3293035,188,0.7669461369514465
1650226978.8494196,189,0.7977533936500549
1650226979.0151117,190,0.7909533977508545
1650226979.7476897,191,0.823818027973175
1650226987.452284,192,0.6821923851966858
1650226988.1673563,193,0.807053804397583
1650226988.3339453,194,0.8314178586006165
1650226989.0190375,195,0.704005241394043
1650226989.1855009,196,0.7329744100570679
1650226989.8308024,197,0.788056492805481
1650226990.001884,198,0.6425275206565857
1650226990.6221964,199,0.6397951245307922
1650226990.7880816,200,0.7110472321510315
1650226991.462702,201,0.756281852722168
1650226991.6284668,202,0.7374328970909119
1650226992.3261094,203,0.7401385307312012
1650226992.4914885,204,0.7866733074188232
1650226993.2063081,205,0.7958053350448608
1650226993.37229,206,0.7840782999992371
1650226993.9984524,207,0.7924402952194214
1650226994.1639755,208,0.7602259516716003
1650226994.813256,209,0.8491589426994324
1650226994.9790554,210,0.8287962675094604
1650226995.6317635,211,0.7247095704078674
1650226995.7970495,212,0.6561989784240723
1650226996.4926562,213,0.7256823182106018
1650226996.658178,214,0.7566310167312622
1650226997.3801537,215,0.7589824199676514
1650226997.5460489,216,0.7214087843894958
1650226998.2517595,217,0.758224368095398
1650226998.4161942,218,0.7702680230140686
1650226999.1656246,219,0.7314554452896118
1650226999.331326,220,0.7896676659584045
1650227000.0621994,221,0.7409591674804688
1650227000.2272036,222,0.8350903391838074
1650227000.788982,223,0.7410376071929932
1650227009.845674,224,0.6458455324172974
1650227010.6507852,225,0.6864516735076904
1650227010.8167894,226,0.7117230296134949
1650227011.4861677,227,0.7157030701637268
1650227011.6519935,228,0.694184422492981
1650227012.400164,229,0.8057968616485596
1650227012.568828,230,0.8234382271766663
1650227013.3417711,231,0.821246862411499
1650227013.5136569,232,0.7377888560295105
1650227014.0958023,233,0.8524633646011353
1650227014.260281,234,0.6356475949287415
1650227014.803087,235,0.7837623357772827
1650227014.9682608,236,0.7042422294616699
1650227015.6688273,237,0.7044216394424438
1650227015.8345404,238,0.6609157919883728
1650227016.5798187,239,0.7423728704452515
1650227016.7457862,240,0.7555239796638489
1650227017.5186288,241,0.7697099447250366
1650227017.684128,242,0.7335373163223267
1650227018.3929553,243,0.7194107174873352
1650227018.5584717,244,0.7905787229537964
1650227019.3333342,245,0.7062548398971558
1650227019.499324,246,0.7909758687019348
1650227020.1236408,247,0.7436515092849731
1650227020.289338,248,0.7636269330978394
1650227020.9676023,249,0.8048658967018127
1650227021.1401148,250,0.7285848259925842
1650227021.9058697,251,0.7551300525665283
1650227022.0710855,252,0.8015897274017334
1650227022.769829,253,0.7828052043914795
1650227022.9341023,254,0.8116804361343384
1650227023.5868893,255,0.7541242837905884
1650227032.6063485,256,0.7766339182853699
1650227033.3260288,257,0.8295077085494995
1650227033.4936988,258,0.7151507139205933
1650227034.2857182,259,0.7875939607620239
1650227034.4506948,260,0.7544865608215332
1650227035.230009,261,0.5849353671073914
1650227035.4011424,262,0.7083125114440918
1650227036.0026379,263,0.6796042323112488
1650227036.1690657,264,0.6242923140525818
1650227036.8870966,265,0.7312459349632263
1650227037.0536983,266,0.8002331256866455
1650227037.7060683,267,0.7267749309539795
1650227037.8730764,268,0.7836654186248779
1650227038.6262903,269,0.7623580694198608
1650227038.7937288,270,0.8191642761230469
1650227039.4650385,271,0.7418365478515625
1650227039.6310868,272,0.867195725440979
1650227040.2746105,273,0.7653019428253174
1650227040.4394176,274,0.7578515410423279
1650227040.988519,275,0.7362431883811951
1650227041.1599443,276,0.7627333402633667
1650227041.8410783,277,0.7269553542137146
1650227042.006881,278,0.7231165170669556
1650227042.734585,279,0.6731127500534058
1650227042.9063685,280,0.6919270753860474
1650227043.655229,281,0.7318417429924011
1650227043.822414,282,0.7772302031517029
1650227044.5298064,283,0.8105915784835815
1650227044.6959798,284,0.8166847229003906
1650227045.4727519,285,0.7874572277069092
1650227045.6396565,286,0.7560602426528931
1650227046.3892386,287,0.6889757513999939
1650227054.5704603,288,0.7040145993232727
1650227055.369586,289,0.7075455784797668
1650227055.5436432,290,0.6603572964668274
1650227056.1555116,291,0.7294742465019226
1650227056.3204148,292,0.6995793581008911
1650227057.0407608,293,0.8049185872077942
1650227057.207243,294,0.7614041566848755
1650227057.9174542,295,0.7191131711006165
1650227058.084494,296,0.8128244876861572
1650227058.8432686,297,0.761671781539917
1650227059.0089154,298,0.7717859148979187
1650227059.7397602,299,0.8025516867637634
1650227059.9054134,300,0.7993338704109192
1650227060.5990052,301,0.7658757567405701
1650227060.7640536,302,0.7650043368339539
1650227061.4710393,303,0.7901889085769653
1650227061.6356614,304,0.7683135867118835
1650227062.3917136,305,0.7957354187965393
1650227062.5578399,306,0.7133023738861084
1650227063.281825,307,0.7016348838806152
1650227063.4506311,308,0.6821198463439941
1650227064.1964533,309,0.7926216721534729
1650227064.3618069,310,0.7745882868766785
1650227064.9692194,311,0.7735550403594971
1650227065.1409936,312,0.7717689275741577
1650227065.7877007,313,0.7467319369316101
1650227065.95487,314,0.796375572681427
1650227066.586507,315,0.7508279085159302
1650227066.7526395,316,0.7545139193534851
1650227067.2971156,317,0.7865945100784302
1650227067.4635715,318,0.7300954461097717
1650227068.223307,319,0.639426589012146
1650227076.3817177,320,0.7063976526260376
1650227077.1265314,321,0.6951303482055664
1650227077.296695,322,0.6539983153343201
1650227077.9622228,323,0.7286650538444519
1650227078.1338522,324,0.7509121894836426
1650227078.9182727,325,0.7658849954605103
1650227079.08415,326,0.7903932929039001
1650227079.8166866,327,0.8197007179260254
1650227079.983011,328,0.8154539465904236
1650227080.7445056,329,0.8005949258804321
1650227080.9105864,330,0.7711061239242554
1650227081.6948094,331,0.6679417490959167
1650227081.8691306,332,0.7566542625427246
1650227082.5781095,333,0.7137677669525146
1650227082.7451084,334,0.7232285737991333
1650227083.460948,335,0.6927787065505981
1650227083.6268067,336,0.7238587141036987
1650227084.3165457,337,0.7468997836112976
1650227084.4828084,338,0.7370650172233582
1650227085.25867,339,0.7670239210128784
1650227085.4244046,340,0.7266401648521423
1650227086.1791067,341,0.7928911447525024
1650227086.3446577,342,0.8219324350357056
1650227086.977249,343,0.8383901119232178
1650227087.146115,344,0.8105018734931946
1650227087.933021,345,0.7850735187530518
1650227088.100259,346,0.7596580386161804
1650227088.6567593,347,0.7585238218307495
1650227088.82305,348,0.7487911581993103
1650227089.5867593,349,0.7314041256904602
1650227089.7533402,350,0.7998340725898743
1650227090.5165567,351,0.7132309675216675
1650227098.7744753,352,0.7534714937210083
1650227099.4566436,353,0.8040879368782043
1650227099.6223514,354,0.7822878360748291
1650227100.3369813,355,0.7637014985084534
1650227100.5030017,356,0.7138079404830933
1650227101.1801844,357,0.7568021416664124
1650227101.3457885,358,0.7940928936004639
1650227101.9662423,359,0.7787770628929138
1650227102.136021,360,0.8336488604545593
1650227102.7924132,361,0.7572678923606873
1650227102.9586782,362,0.7762763500213623
1650227103.625062,363,0.7781400084495544
1650227103.7918558,364,0.6891730427742004
1650227104.4498901,365,0.7427655458450317
1650227104.6144922,366,0.6738901138305664
1650227105.3270388,367,0.7227668166160583
1650227105.4950497,368,0.6539211869239807
1650227106.0423174,369,0.6993277072906494
1650227106.2116828,370,0.8140803575515747
1650227106.9035366,371,0.8185528516769409
1650227107.0743217,372,0.6677007675170898
1650227107.7084305,373,0.861989438533783
1650227107.8740442,374,0.8311450481414795
1650227108.5940073,375,0.8049925565719604
1650227108.7592041,376,0.7956474423408508
1650227109.4183567,377,0.7374269366264343
1650227109.5848098,378,0.7618532180786133
1650227110.2516973,379,0.7586576342582703
1650227110.4185534,380,0.67143714427948
1650227111.1810663,381,0.7703317403793335
1650227111.3479724,382,0.6696874499320984
1650227112.048483,383,0.7827425599098206
1650227120.049314,384,0.7245175242424011
1650227120.644861,385,0.7457960247993469
1650227120.811822,386,0.7468450665473938
1650227121.5389729,387,0.8150237798690796
1650227121.703798,388,0.8020868897438049
1650227122.4378066,389,0.8303602337837219
1650227122.6042056,390,0.7681528925895691
1650227123.2816272,391,0.8015815615653992
1650227123.4480023,392,0.7446722984313965
1650227124.1968148,393,0.764097273349762
1650227124.363206,394,0.740430474281311
1650227125.0319908,395,0.7359182834625244
1650227125.1976967,396,0.7360219955444336
1650227125.9446864,397,0.7306768298149109
1650227126.1109896,398,0.7648121118545532
1650227126.829305,399,0.7721471786499023
1650227126.994627,400,0.7771059274673462
1650227127.5082874,401,0.7186717391014099
1650227127.6733453,402,0.7047531604766846
1650227128.3106017,403,0.7393519282341003
1650227128.4779923,404,0.7797462344169617
