,Unnamed: 0,label,x,y,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16,location
0,0,3,401,710,76,184.66258823706752,158.1823137643619,39,82,103,147,187,225,0.0,0.0555555555555555,0.0925925925925925,0.1851851851851851,1444.2465151945378,630.8397399995296,397958.7775626741,nuc
1,1,7,440,1815,75,96.31986255114542,90.99814006366807,78,90,108,140,172,208,0.0,0.0,0.0714285714285714,0.1666666666666666,1287.0218384034051,622.7817155431443,387857.0652148618,nuc
2,2,7,354,1839,83,69.00414419781633,85.23699814719352,60,80,90,104,143,182,0.0,0.0,0.119047619047619,0.3095238095238095,1340.6004953196243,649.6875349662605,422093.893090536,nuc
3,3,11,799,2122,11,455.0540807584955,309.7714810198758,79,88,104,127,181,240,0.0,0.0,0.0652173913043478,0.1956521739130435,1230.6014939113998,607.8781694483024,369515.8688918191,nuc
4,4,37,1689,569,31,124.847471020008,107.03992616568505,49,55,91,106,131,162,0.0,0.04,0.12,0.44,1300.0470561639725,592.7512375066588,351354.02956567536,nuc
5,5,54,2510,1697,51,160.9159434123092,169.24031083281713,54,65,76,113,158,201,0.0,0.0,0.1851851851851851,0.3333333333333333,1489.2771420725048,679.1810052160937,461286.8378463435,nuc
6,6,19,737,2184,6,166.8920257487232,169.24388083791078,32,32,49,52,79,112,0.0,0.1,0.6,0.9,1277.3860842717618,638.9671665624955,408279.0399449039,cyto
7,7,21,834,2459,23,225.4699323972888,221.27639454561125,46,55,62,84,142,175,0.0163934426229508,0.0327868852459016,0.2295081967213114,0.3770491803278688,1399.7643396284957,686.1121474041246,470749.8788154993,nuc
8,8,44,2056,2477,59,83.38113952959255,61.01975094798403,28,40,47,100,125,163,0.0,0.1333333333333333,0.2,0.4666666666666667,1541.7434019602345,661.3682342445063,437407.94126769615,nuc
9,9,50,2189,1864,60,89.84379867363535,90.87493902164336,41,66,69,77,152,179,0.0,0.032258064516129,0.3225806451612903,0.4193548387096774,1316.716421227931,624.830058333256,390412.6017967401,nuc
10,10,46,2151,709,27,219.716026764256,175.5859504897776,73,81,81,108,129,140,0.0,0.0,0.0769230769230769,0.4615384615384615,1399.4862335543864,656.9619343479498,431598.9831821999,cyto
11,11,37,1479,587,59,112.97461112316044,108.17903785676928,28,37,39,48,84,107,0.0,0.16,0.48,0.88,1256.99135966195,559.2150127838905,312721.4305228868,nuc
12,12,50,2130,1850,54,105.00523331159036,109.86626762948714,46,49,61,110,148,176,0.0,0.032258064516129,0.1935483870967742,0.3225806451612903,1280.825977884007,608.7402088173358,370564.6418309735,nuc
13,13,37,1504,547,44,116.38836139305496,97.80993386211507,34,34,40,48,74,83,0.0,0.16,0.68,0.96,1281.5581604202946,573.4746627678276,328873.1888366736,nuc
14,14,18,706,679,52,147.18726652565965,170.7162634968484,35,35,52,59,90,146,0.0,0.1034482758620689,0.3793103448275862,0.6206896551724138,1318.06107798748,578.4271876146894,334578.0113718391,nuc
15,15,55,2409,1123,10,78.27691221720107,93.5773364570297,46,55,61,87,129,182,0.0,0.0476190476190476,0.238095238095238,0.4285714285714285,1423.0561627672012,665.9591604662238,443501.6034088776,nuc
16,16,16,944,1710,21,182.4844007453644,177.10266899067935,37,41,57,107,152,176,0.0,0.0689655172413793,0.2068965517241379,0.3103448275862069,1071.003812124821,459.29221690308543,210949.3405077509,cyto
17,17,20,1087,971,87,83.62346482500699,116.27754547021677,56,59,64,85,129,157,0.0,0.0357142857142857,0.2142857142857142,0.4642857142857143,1100.1664452340815,444.7754382515205,197825.1904718321,nuc
18,18,22,1036,192,41,136.9730774829225,141.55762423173493,40,57,113,134,196,270,0.0,0.0714285714285714,0.1071428571428571,0.1785714285714285,1534.0391580087353,634.4653582482522,402546.290817083,nuc
19,19,14,542,2553,34,157.02622251773855,159.80644145366546,46,52,60,74,109,137,0.0,0.0465116279069767,0.3023255813953488,0.6511627906976745,1559.9794757071677,747.2827261701567,558431.4728323014,nuc
20,20,53,2526,732,114,105.60314110096036,163.55557382016923,67,89,101,110,168,223,0.0,0.0285714285714285,0.0857142857142857,0.2857142857142857,1617.7750511873803,719.2441518371551,517312.14995194855,cyto
21,21,2,197,1291,24,213.1890721556788,205.3271159049716,70,70,74,74,98,140,0.0,0.0476190476190476,0.3809523809523809,0.6666666666666666,1415.96061968863,623.9416234980049,389303.1495333261,cyto
22,22,43,1936,177,25,117.6190464077176,175.0786980052188,34,35,57,68,91,117,0.0,0.1111111111111111,0.3333333333333333,0.8888888888888888,1621.4355187674273,702.496418727853,493501.2183254589,cyto
23,23,57,2294,141,12,273.382679335379,239.44704282347087,60,81,88,106,220,271,0.0,0.0333333333333333,0.0666666666666666,0.2666666666666666,1800.3625496811571,744.6367916049979,554483.9514117852,cyto
