label,x,y,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16,location
81,2151,507,67,108.30121999317,99.1926790315331,63,79,87,100,150,176,0,0.020833333333333,0.104166666666667,0.333333333333333,1470.2526449166,640.642435976543,410422.730773959,nuc
33,741,2124,15,201.131599609289,197.399818902604,39,54,62,80,118,151,0,0.051724137931034,0.25,0.517241379310345,1235.95480988188,590.928396764549,349196.370102721,cyto
98,2613,548,110,129.668597725417,129.434759820474,31,44,55,89,144,177,0.046511627906977,0.093023255813953,0.232558139534884,0.372093023255814,1772.46890444334,694.192921515209,481903.812281821,nuc
66,1626,2300,55,63.0672998290534,55.0991296696338,39,44,59,65,103,134,0.020408163265306,0.081632653061224,0.408163265306122,0.673469387755102,1371.45311456423,576.033342343139,331814.411491007,nuc
6,20,390,10,144.735251225963,135.215380828719,22,35,46,60,84,119,0.041666666666667,0.125,0.395833333333333,0.770833333333333,1633.69670374584,698.135202904119,487392.761533976,cyto
25,686,1049,34,149.106817263276,130.043194223127,39,54,73,88,128,151,0,0.05,0.2,0.458333333333333,1024.0626625762,502.355886903151,252361.437106251,nuc
47,1012,1205,35,75.5539241978499,112.032260421858,26,40,48,63,86,112,0.014925373134328,0.104477611940299,0.462686567164179,0.940298507462687,935.018525820054,401.315140926447,161053.842336814,cyto
74,1802,1824,21,165.127297823633,139.533517651056,33,45,52,60,85,107,0,0.098039215686275,0.431372549019608,0.901960784313726,1186.87278484931,513.031620675784,263201.443813221,nuc
76,1827,1493,6,194.887164708545,156.80252035407,40,53,59,82,113,134,0.01123595505618,0.056179775280899,0.235955056179775,0.584269662921348,1108.65481360201,483.807834795848,234070.021009847,cyto
41,1134,2256,33,192.383753345385,178.615288044749,48,53,75,99,142,176,0,0.038461538461538,0.182692307692308,0.365384615384615,1266.9367421089,566.022349013979,320381.299583302,cyto
29,731,361,41,67.8505298760362,71.7384707042388,38,41,48,52,75,90,0,0.083333333333333,0.604166666666667,1.25,1300.70195126896,615.839078173992,379257.770206192,nuc
25,465,941,14,122.970070800785,136.634320261715,31,49,58,78,109,138,0,0.058333333333333,0.275,0.591666666666667,1139.11670996147,577.766252268356,333813.842260222,nuc
23,523,33,26,167.027793278315,196.098031469583,33,41,54,71,105,143,0,0.08,0.34,0.62,1603.1637538149,670.727457784021,449875.322625416,cyto
38,914,1268,4,141.271489103332,186.547258882343,28,46,53,73,101,115,0.022727272727273,0.079545454545455,0.306818181818182,0.795454545454545,944.761701440005,420.863675035081,177126.232964035,cyto
43,798,957,23,172.320728505405,182.514979171082,46,50,57,74,111,139,0.0078125,0.0390625,0.28125,0.546875,1010.84169798829,485.559769748611,235768.289998324,nuc
14,231,795,49,114.694115179724,136.287828882426,39,50,60,73,101,135,0.018691588785047,0.065420560747664,0.327102803738318,0.626168224299065,1314.64839878097,644.547215646157,415441.113197214,cyto
34,878,655,17,150.594212076559,148.002562355923,42,56,60,74,108,134,0,0.046296296296296,0.305555555555556,0.62037037037037,1102.6340995945,532.097693415106,283127.955337677,cyto
39,885,207,34,48.8540775473504,54.8501110049472,22,33,50,58,79,89,0.043478260869565,0.130434782608696,0.608695652173913,1.34782608695652,1375.62516466633,613.854564340997,376817.426162275,nuc
36,875,600,37,92.3645327292585,99.6696298743956,26,44,55,65,92,115,0,0.069767441860465,0.383720930232558,0.848837209302326,1129.90098280331,545.434901294546,297499.231550191,nuc
49,1197,2131,37,138.059571494385,186.383445718894,36,46,59,74,111,141,0.010526315789474,0.073684210526316,0.273684210526316,0.589473684210526,1189.04448862112,534.52147130562,285713.203286725,cyto
19,309,1973,24,161.751903217742,164.599324434768,33,46,51,68,92,117,0.010869565217391,0.076086956521739,0.380434782608696,0.771739130434783,1339.30211572102,646.62112059105,418118.873594425,cyto
3,39,2532,2,64.6337704667021,78.0318249730358,35,35,40,49,56,76,0,0.2,1,2.3,1823.94336669482,704.866140580424,496836.276136742,cyto
65,1519,1997,96,99.1715464655289,129.937960578462,49,63,76,96,134,158,0,0.03448275862069,0.160919540229885,0.402298850574713,1164.10981640996,505.429730290015,255459.212261037,nuc
43,1128,968,12,168.22447517784,149.715595597512,37,55,68,86,126,155,0.0078125,0.0625,0.21875,0.4375,966.715321020124,418.390471258147,175050.586439614,nuc
19,303,2025,47,141.513886004465,144.439405034211,28,42,53,70,103,131,0.010869565217391,0.08695652173913,0.326086956521739,0.641304347826087,1367.11183950999,653.080488194736,426514.124060675,nuc
98,2619,658,22,210.513332656819,210.479354010919,23,35,60,68,111,135,0,0.116279069767442,0.27906976744186,0.604651162790698,1735.43011353816,690.52697791351,476827.507226365,cyto
34,796,819,99,41.2930290243666,42.4439202129551,36,55,74,88,112,134,0.009259259259259,0.064814814814815,0.194444444444444,0.611111111111111,1052.84559372925,512.815364698496,262979.598270852,nuc
49,1054,1816,38,218.298417181858,165.570137759248,32,39,51,64,99,127,0.010526315789474,0.105263157894737,0.389473684210526,0.705263157894737,1033.54935223053,467.255224508589,218327.444830571,cyto
63,1445,1785,34,161.193438168381,172.809954713258,41,51,67,80,118,149,0.009615384615385,0.048076923076923,0.25,0.519230769230769,1053.90080642726,449.355916679771,201920.739855118,cyto
30,623,35,63,114.647084855712,117.148725228961,32,38,55,73,107,140,0,0.106382978723404,0.25531914893617,0.595744680851064,1568.05472880627,659.948000725659,435531.363661795,cyto
81,2144,415,12,178.137199223714,163.283937524129,35,53,75,92,146,178,0.020833333333333,0.0625,0.1875,0.364583333333333,1514.53886430483,646.633260292058,418134.573315936,nuc
34,689,891,13,152.30104963982,155.036843472105,31,44,53,67,107,131,0,0.083333333333333,0.324074074074074,0.62962962962963,1060.29204811818,525.987314950453,276662.655488787,cyto
85,2320,1991,8,117.495882443768,122.232569232364,31,36,43,44,68,95,0,0.148148148148148,0.666666666666667,1,1550.57336090257,623.760049479654,389076.599326861,cyto
21,382,869,88,18.4264160502404,54.170788057558,35,41,48,64,85,104,0,0.08695652173913,0.449275362318841,0.942028985507246,1201.91446794145,606.576878436084,367935.509453264,nuc
99,2624,1277,48,233.706122885885,281.445625253251,35,49,66,109,193,223,0.013698630136986,0.068493150684932,0.164383561643836,0.26027397260274,1632.5665310622,657.338657551687,432094.110711854,cyto
8,231,1830,5,153.94269635773,149.914855615499,28,38,50,67,93,114,0,0.105263157894737,0.407894736842105,0.828947368421053,1328.74330644249,643.587615822523,414205.01924012,cyto
26,344,1288,33,205.425380227984,240.752509817299,57,77,87,110,151,183,0,0.016393442622951,0.12568306010929,0.278688524590164,1162.00884676968,585.263881513648,342533.811004422,cyto
31,622,1177,1,146.666962241521,100.743742150512,42,54,56,70,102,126,0.018867924528302,0.037735849056604,0.339622641509434,0.679245283018868,1030.71018696262,508.837145408035,258915.240546998,cyto
71,1917,418,26,144.718552105007,127.505490389899,39,51,65,71,104,134,0,0.054545454545455,0.272727272727273,0.636363636363636,1396.21139303592,607.717220966561,369320.220659319,nuc
26,595,1447,74,101.164262343954,137.12325539124,41,55,69,100,150,182,0,0.049180327868852,0.191256830601093,0.327868852459016,1045.07771717516,518.529739587965,268873.090837163,cyto
99,2599,1366,129,150.323003452523,191.30827489471,47,57,70,96,183,240,0,0.027397260273973,0.178082191780822,0.356164383561644,1614.40385843306,651.141852875686,423985.712566381,cyto
41,788,2295,79,155.912353673425,172.88876512821,44,53,70,95,134,159,0,0.048076923076923,0.173076923076923,0.384615384615385,1332.31226092142,613.02794326523,375803.259223998,cyto
90,2335,1243,13,49.5197081659315,74.3973309652183,21,26,30,55,85,90,0,0.1875,0.4375,1.6875,1402.61761730697,615.571449137825,378928.208993642,cyto
32,598,2624,29,174.140559840679,188.309188552314,31,48,68,84,120,157,0.020408163265306,0.081632653061224,0.224489795918367,0.510204081632653,1629.39416036327,667.707640254678,445833.49285447,cyto
94,2624,691,8,203.907756373939,210.50066450703,34,68,85,102,144,183,0.024691358024691,0.061728395061728,0.148148148148148,0.320987654320988,1728.22193949684,689.408705608763,475284.363369149,cyto
47,1027,1257,81,67.9894756647211,104.13579133817,34,44,52,62,88,106,0.014925373134328,0.059701492537313,0.432835820895522,1.02985074626866,931.418457219292,395.483459014117,156407.166353771,cyto
1,88,2149,43,38.7319912037042,67.6445952363102,28,35,36,50,71,79,0,0.151515151515152,0.787878787878788,1.3030303030303,1562.71447218791,686.713307774258,471575.167074263,cyto
100,2469,240,26,62.6118065612938,99.1050630052942,23,47,47,49,64,75,0,0.083333333333333,0.833333333333333,1.66666666666667,1818.35416526776,692.204898369449,479147.62132666,cyto
65,1474,1904,5,175.457647740318,178.232044260631,44,54,67,81,110,136,0,0.03448275862069,0.229885057471264,0.551724137931034,1108.76615719758,480.086881437778,230483.413728651,cyto
35,720,1459,7,201.664086251489,233.965073876042,48,63,78,93,131,164,0,0.028409090909091,0.170454545454545,0.409090909090909,1001.41437333074,482.028922441166,232351.882069792,cyto
25,597,885,3,166.714395399845,163.041405315867,45,51,62,77,117,140,0,0.033333333333333,0.291666666666667,0.541666666666667,1095.52159376305,551.093852504425,303704.434268168,cyto
25,669,911,17,184.889320681789,173.564168104167,37,48,54,72,113,136,0,0.066666666666667,0.283333333333333,0.583333333333333,1061.30984006661,527.848022217933,278623.534559384,cyto
9,204,1216,43,171.696164944093,158.244713254475,51,60,74,98,139,181,0,0.034682080924855,0.161849710982659,0.375722543352601,1252.40340199447,618.964341480172,383116.856023982,cyto
18,450,1823,81,33.8378858884645,86.2120877203972,33,51,61,73,103,126,0.009345794392523,0.065420560747664,0.336448598130841,0.626168224299065,1202.10497806745,601.015928152167,361220.14589261,cyto
19,399,2207,17,139.018323582671,138.606706779002,45,59,79,100,134,175,0,0.032608695652174,0.163043478260869,0.358695652173913,1415.20697377841,658.111271469664,433110.445635418,cyto
98,2624,679,5,230.79453743229,230.776007251596,22,43,56,73,108,132,0.046511627906977,0.093023255813953,0.27906976744186,0.581395348837209,1732.24042985852,689.944394706472,476023.26778688,cyto
25,681,1011,63,146.881744817783,128.888562832887,42,59,68,87,114,147,0.016666666666667,0.041666666666667,0.208333333333333,0.541666666666667,1033.02334305882,508.926396658494,259006.077215799,nuc
68,1752,1467,72,163.149536165706,122.376483814466,37,62,74,92,137,168,0,0.063380281690141,0.197183098591549,0.401408450704225,1071.52056200352,461.93812443053,213386.830802396,nuc
48,1235,2618,94,131.271559093182,128.74772602622,31,40,52,73,129,160,0.024390243902439,0.121951219512195,0.292682926829268,0.439024390243902,1540.3445268351,617.587273182745,381414.039997299,cyto
26,723,1375,57,189.313297998622,153.562230656042,51,72,86,109,146,178,0,0.027322404371585,0.131147540983607,0.33879781420765,992.75710430442,475.821034791954,226405.657150486,cyto
1,15,2228,16,75.9236437877108,127.132796735195,29,38,47,56,80,116,0.03030303030303,0.121212121212121,0.515151515151515,0.787878787878788,1653.95341623773,695.331183941311,483485.455361226,cyto
53,1191,1057,47,122.957220981919,113.361316523917,38,57,64,81,110,141,0,0.060869565217391,0.243478260869565,0.573913043478261,948.743640551907,396.324386909287,157073.019659023,nuc
95,2264,1072,16,206.927530169783,174.470008664865,44,53,73,108,154,192,0,0.049180327868852,0.172131147540984,0.319672131147541,1363.40532542245,612.297068078226,374907.699577191,cyto
9,294,1127,60,150.300967011544,165.272783571303,47,61,71,101,147,180,0.005780346820809,0.028901734104046,0.161849710982659,0.341040462427746,1201.15584286881,603.288912314008,363957.511721018,cyto
86,2121,260,47,133.213521842012,156.855893295368,42,72,84,102,135,164,0,0.037735849056604,0.132075471698113,0.39622641509434,1593.42391106919,652.582752599715,425864.248990621,cyto
70,1871,717,24,206.666553683957,200.529830362083,52,56,65,80,128,158,0,0.011363636363636,0.25,0.454545454545454,1227.07505303203,558.373417513629,311780.87338585,cyto
81,2077,613,123,38.4140037550464,55.4391186615003,51,88,99,121,147,168,0,0.041666666666667,0.083333333333333,0.239583333333333,1377.3344797873,616.69810381498,380316.551248991,nuc
73,1901,1719,22,86.501517680765,79.3299722003598,32,43,53,65,88,108,0,0.087719298245614,0.385964912280702,0.894736842105263,1197.44382073393,521.238335553906,271689.402451006,nuc
34,741,890,49,122.700223831719,125.011968995457,36,45,56,69,100,129,0,0.083333333333333,0.305555555555556,0.675925925925926,1044.50698197701,512.577217534245,262735.403935148,nuc
36,904,454,39,59.2544564209466,55.202440610524,35,44,47,68,110,126,0.011627906976744,0.081395348837209,0.302325581395349,0.651162790697674,1206.18870843815,571.821980958687,326980.377907516,nuc
94,2500,804,12,139.033167149888,154.023505733472,38,51,59,73,105,138,0,0.074074074074074,0.320987654320988,0.617283950617284,1594.54584168889,672.251019321996,451921.432979463,cyto
6,16,271,17,81.0777357889044,99.919728182733,37,43,66,80,112,136,0.041666666666667,0.0625,0.291666666666667,0.5625,1703.33048706292,702.780549567733,493900.500850726,cyto
74,1828,1872,47,114.77768820731,93.5832456460918,28,48,53,69,92,120,0,0.098039215686275,0.352941176470588,0.764705882352941,1217.49039189382,525.262728460254,275900.93390951,nuc
55,1295,300,33,98.1444520822962,78.5521548112513,36,39,60,63,93,109,0,0.129032258064516,0.354838709677419,0.838709677419355,1297.30463473853,567.264656745158,321789.190792202,nuc
30,610,14,61,137.905925778759,141.030557049076,22,30,67,76,119,147,0.042553191489362,0.127659574468085,0.25531914893617,0.51063829787234,1588.66710054584,662.109645436926,438389.182580611,cyto
9,152,889,55,160.208959251626,183.655870432423,42,63,81,107,143,184,0.005780346820809,0.046242774566474,0.144508670520231,0.335260115606936,1339.39758261415,648.189096317634,420149.104585071,cyto
53,1352,1071,100,74.1214224156552,95.7370985853908,36,47,64,82,125,149,0,0.069565217391304,0.243478260869565,0.478260869565217,961.671699843426,395.765183134892,156630.080181794,nuc
3,42,2626,43,35.7954606326066,38.0686771343414,18,18,36,40,56,77,0.1,0.3,0.8,1.4,1886.87553922677,705.622498965143,497903.111045813,nuc
52,1333,1960,50,138.094296188397,170.987840569874,28,44,54,68,114,148,0.009009009009009,0.081081081081081,0.315315315315315,0.531531531531532,1108.49377626022,488.151224454937,238291.617936854,nuc
49,1088,1994,6,92.4661204799647,76.2061527641808,45,66,72,86,113,135,0,0.042105263157895,0.221052631578947,0.547368421052632,1112.33592933732,509.187410181669,259271.818687516,nuc
43,1088,860,13,190.384925145377,163.203522461096,40,50,67,94,149,182,0,0.0546875,0.203125,0.3515625,998.733068325559,447.102038705857,199900.233014934,cyto
14,167,669,77,59.5294722051966,116.706313813562,53,62,82,95,125,150,0.009345794392523,0.018691588785047,0.149532710280374,0.457943925233645,1402.64552583689,665.836543038633,443338.302045638,nuc
50,1214,494,75,74.5871922982875,74.7761957535591,44,62,72,95,128,153,0.008064516129032,0.048387096774194,0.185483870967742,0.411290322580645,1167.1459798837,530.411167347588,281336.006447032,nuc
45,1037,509,1,195.010105592425,191.225888115662,36,60,67,86,112,132,0,0.067415730337079,0.213483146067416,0.584269662921348,1159.60550345128,541.276962777558,292980.750433698,cyto
35,725,1595,122,77.2537827587598,128.892858273082,45,63,78,97,140,172,0,0.022727272727273,0.170454545454545,0.386363636363636,1023.65811443504,495.839377444687,245856.688224735,nuc
50,1199,315,61,107.17040479536,104.988869967914,50,65,75,101,151,189,0,0.024193548387097,0.161290322580645,0.330645161290322,1280.26522404755,567.855506966635,322459.876792334,nuc
53,1176,954,40,142.609048117175,121.340440642887,33,46,65,81,115,143,0.008695652173913,0.069565217391304,0.243478260869565,0.565217391304348,970.758688243542,417.444555584509,174259.956987148,nuc
74,1880,1866,55,82.4178458621013,52.8497828240824,29,53,57,76,105,133,0.019607843137255,0.058823529411765,0.333333333333333,0.549019607843137,1239.41172553725,534.479460218438,285668.293395393,nuc
45,1098,802,44,110.666232738015,113.757602463585,44,52,70,92,130,153,0.01123595505618,0.033707865168539,0.191011235955056,0.426966292134831,1018.74105344769,460.126933881049,211716.795282776,nuc
52,1388,1903,46,117.915196875392,160.259554214253,36,51,62,82,117,150,0,0.054054054054054,0.243243243243243,0.531531531531532,1090.60206929555,474.72568768686,225364.478549762,cyto
31,864,1256,17,127.150331916047,171.678323586896,35,42,50,59,77,87,0,0.094339622641509,0.584905660377358,1.30188679245283,954.231066907535,434.34097185316,188652.079830348,cyto
34,900,783,48,109.006564246734,106.530875184898,42,56,63,81,123,153,0,0.046296296296296,0.240740740740741,0.444444444444444,1044.69286957388,497.400828939246,247407.584629449,nuc
14,151,695,88,75.8301679889265,135.168483011371,44,58,69,83,117,142,0,0.037383177570093,0.242990654205607,0.532710280373832,1403.03899825287,665.507396054426,442900.094203142,nuc
43,1132,1090,6,188.87612544196,187.743172529453,32,41,59,84,123,158,0.015625,0.09375,0.2421875,0.4609375,942.160237727754,395.746809861256,156615.537515361,cyto
18,342,1868,65,94.7426695421507,37.7458834574284,31,41,50,66,95,119,0,0.093457943925234,0.355140186915888,0.766355140186916,1276.21207082924,628.990658724762,395629.24876301,nuc
2,68,1756,10,80.2152659734693,88.4168232169339,23,30,35,44,62,77,0.03448275862069,0.172413793103448,0.827586206896552,1.55172413793103,1416.71681287561,658.557457818235,433697.925248016,nuc
63,1459,1807,46,158.088964171269,167.766994231028,31,46,56,78,113,144,0,0.086538461538462,0.25,0.538461538461538,1065.20242202401,455.786373071701,207741.217877856,cyto
