,Unnamed: 0,label,x,y,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16,location
0,0,11,372,1585,2,263.479763908256,243.59334645375935,59,75,87,112,162,195,0.0,0.0185185185185185,0.1358024691358024,0.2901234567901234,1209.5519007879227,588.7930659872708,346677.27455469064,cyto
1,1,13,833,2619,1,243.52794148577047,250.9995518697488,38,51,65,95,154,195,0.0,0.0674157303370786,0.2134831460674157,0.3707865168539326,1509.1408514801196,629.7956955812764,396642.6181727037,cyto
2,2,26,860,2623,25,421.62404722658914,425.6308827183314,46,67,85,126,194,272,0.0069444444444444,0.0416666666666666,0.125,0.2361111111111111,1506.2722957139224,628.9937175799405,395633.096755034,cyto
3,3,14,960,2108,9,176.21358385118572,183.3649523538149,59,74,86,109,156,192,0.0,0.0283018867924528,0.1132075471698113,0.2924528301886792,1163.2519254204908,523.7598216618426,274324.3507872451,cyto
4,4,6,37,1302,37,174.83624552920546,177.42317621529654,45,65,74,114,173,208,0.0,0.0384615384615384,0.1634615384615384,0.2692307692307692,1420.979735487213,666.7977179274175,444619.1966332119,cyto
5,5,46,2604,233,233,140.71763867954013,151.13193732582914,32,67,71,88,214,255,0.0,0.075,0.2,0.3,2011.1100374413184,636.2281669529407,404786.28042429895,cyto
6,6,34,1727,2293,67,158.93707268078518,159.72478987466656,50,58,75,100,138,167,0.0088495575221238,0.0265486725663716,0.1504424778761062,0.3805309734513274,1313.5548162807756,637.6730173753808,406626.8770886228,nuc
7,7,29,1669,18,70,147.61529565979671,157.37241094810278,34,45,58,92,123,154,0.0,0.0975609756097561,0.1951219512195122,0.4878048780487805,1690.7070597667905,633.644571361363,401505.4428157255,nuc
8,8,34,1715,2239,18,210.3074564878072,211.53243658670715,45,63,77,102,141,172,0.0,0.0442477876106194,0.1858407079646017,0.3716814159292035,1280.3313293035767,623.3524110665376,388568.2283824656,nuc
9,9,6,24,1370,25,147.15838939425942,161.61905125230425,49,70,85,114,184,217,0.0096153846153846,0.048076923076923,0.1346153846153846,0.2788461538461538,1428.7714235795088,664.8707134340043,442053.06558224186,cyto
10,10,39,2615,885,150,413.7858882579681,511.6008796286908,83,124,202,285,300,300,0.0,0.0178571428571428,0.0491071428571428,0.0982142857142857,1722.847090081052,628.0134359923264,394400.875786888,cyto
11,11,38,2273,29,144,215.0796953218301,252.6250369264494,54,61,71,106,226,300,0.0,0.0377358490566037,0.1698113207547169,0.2641509433962264,1937.9213531611963,632.9995511568073,400688.4317647195,cyto
12,12,9,263,2292,23,143.53602609406124,164.7477728272206,38,58,76,100,152,186,0.0,0.0555555555555555,0.1759259259259259,0.3333333333333333,1519.7417754524977,657.5499067657646,432371.8798876658,nuc
13,13,2,18,1879,19,268.1983515175182,277.0956272654671,52,67,88,127,193,246,0.0202702702702702,0.0337837837837837,0.1351351351351351,0.2364864864864864,1506.2128160670732,664.3087411798691,441306.1036079824,nuc
14,14,46,2557,25,53,324.12038349653363,341.9433699215654,22,33,57,93,153,226,0.0,0.1,0.225,0.3,2108.1377456929904,641.2103990146735,411150.7758045569,cyto
15,15,19,1081,951,26,244.88598396844503,253.42647142060136,51,72,88,118,175,224,0.0079365079365079,0.0277777777777777,0.119047619047619,0.2579365079365079,1049.135133871293,468.6199708276134,219604.6770584732,cyto
16,16,13,783,2622,47,205.9664021006221,216.6090440109335,40,53,78,108,169,209,0.0112359550561797,0.0561797752808988,0.1573033707865168,0.3258426966292135,1523.4442543444443,632.5263393134312,400089.56992524985,cyto
17,17,42,2394,497,28,108.13873953738866,135.2642124002936,50,68,79,94,118,152,0.0,0.0,0.15,0.5,1724.896207252341,612.3853522473197,375015.81964707386,cyto
18,18,10,344,1940,51,198.38062109012623,213.6946558705874,54,63,74,97,145,179,0.0,0.0138888888888888,0.1875,0.3680555555555556,1312.8093086769316,616.1985518608066,379700.6553153551,nuc
19,19,44,2615,2111,71,149.8702056042054,140.69873470155127,50,81,100,129,195,231,0.0078740157480314,0.0393700787401574,0.0944881889763779,0.2047244094488189,1728.2698304703629,759.5477367265463,576912.7643664188,nuc
20,20,26,909,2551,22,354.0190483525672,358.42444956447025,41,64,73,93,149,218,0.0,0.0486111111111111,0.1805555555555555,0.3819444444444444,1442.8572020421666,618.6150339649338,382684.56024743617,cyto
21,21,22,1130,1944,67,177.43696248273054,196.89322680597263,48,68,84,102,149,190,0.0,0.0408163265306122,0.1326530612244898,0.3673469387755102,1074.7446858575645,467.1640916402959,218242.2885181028,nuc
22,22,26,962,2488,1,293.02011522121074,297.7873245268556,45,54,69,104,146,192,0.0069444444444444,0.0486111111111111,0.2013888888888889,0.3541666666666667,1388.6593625775367,607.1408074715629,368619.96009722137,cyto
23,23,35,2118,1785,28,179.73384899232815,193.00930738394516,38,49,64,84,120,155,0.0,0.0769230769230769,0.2211538461538461,0.5,1292.802228052018,624.2208498962044,389651.6694451398,nuc
24,24,17,1084,572,12,186.17989483381143,190.5533159571769,58,85,99,126,196,238,0.0,0.0161290322580645,0.086021505376344,0.2258064516129032,1219.4765374655385,573.2414797571433,328605.7941141594,nuc
25,25,11,315,1568,11,299.22966207152314,278.94699216189866,42,60,74,102,147,187,0.0123456790123456,0.0493827160493827,0.1790123456790123,0.3333333333333333,1240.0675807813027,603.7935544321119,364566.6563737637,cyto
26,26,6,30,1501,31,149.916870559518,180.0648379426049,51,66,87,116,162,201,0.0,0.0288461538461538,0.1346153846153846,0.2692307692307692,1428.016263087614,659.7033142987366,435208.4628967376,cyto
27,27,46,2452,257,80,114.0445117428752,135.43769933088964,85,101,118,172,218,246,0.0,0.0,0.025,0.15,1896.3606557427224,627.9624231701391,394336.8049137128,cyto
28,28,13,353,2594,15,299.2289874896367,314.00928997236764,44,61,68,97,152,203,0.0,0.0449438202247191,0.1910112359550561,0.3820224719101123,1661.5702059816404,663.5823310686561,440341.5101065115,cyto
29,29,34,1659,2348,96,105.38605906095322,108.15986729719152,48,67,84,104,138,169,0.0,0.0265486725663716,0.1327433628318584,0.336283185840708,1326.975084129885,635.7478997090359,404175.3919844504,nuc
30,30,33,1641,1227,8,129.6513866787345,143.6972059563175,33,54,61,80,112,144,0.0,0.05,0.2666666666666666,0.6,1067.2864631752714,420.354606303965,176697.9950409614,cyto
31,31,12,314,561,11,305.1977036678296,304.6357682079887,96,132,159,213,298,300,0.0042462845010615,0.0084925690021231,0.0382165605095541,0.0828025477707006,1448.6118512185528,716.6535172128697,513592.2637335769,cyto
32,32,39,2600,799,66,415.8702936163057,509.97000660208994,87,140,194,265,300,300,0.0,0.03125,0.0491071428571428,0.0714285714285714,1739.9958466015048,625.8104306598159,391638.6951226242,cyto
33,33,12,747,687,60,221.46306559036225,221.0370676355484,92,129,170,219,300,300,0.0021231422505307,0.0106157112526539,0.0424628450106157,0.0891719745222929,1208.6756564021953,606.8873088264241,368312.2056145796,nuc
34,34,13,390,2622,57,278.0925131354828,295.1552489808174,47,70,87,119,173,225,0.0224719101123595,0.0337078651685393,0.1235955056179775,0.2696629213483146,1663.9981825921768,661.3830838155928,437427.5835574236,cyto
35,35,19,1322,1044,13,298.9273649257604,297.97516088304576,71,103,127,157,223,269,0.0,0.0158730158730158,0.0555555555555555,0.1388888888888889,1033.3019727046728,416.6381852597917,173587.37741657253,cyto
36,36,2,15,1812,16,330.84329915893227,340.34993906859745,54,68,82,121,191,249,0.0,0.0337837837837837,0.1486486486486486,0.2432432432432432,1489.9758394741436,662.9554426063794,439509.91888142034,cyto
37,37,3,95,733,34,204.071343193574,206.7583695819089,35,57,66,84,135,193,0.0083333333333333,0.0583333333333333,0.225,0.425,1505.4163148010064,720.4364840691203,519028.7275778759,nuc
38,38,21,911,1487,22,260.28352533841684,244.1137986455093,43,57,71,93,137,185,0.0066225165562913,0.0397350993377483,0.1788079470198675,0.4105960264900662,999.6696470545168,424.8159335151868,180468.5773683797,cyto
39,39,39,2621,774,39,443.7027135241038,536.6504075411591,112,163,223,275,300,300,0.0089285714285714,0.0223214285714285,0.0446428571428571,0.0625,1765.1517897029617,627.7194771184437,394031.7419538524,cyto
40,40,5,334,779,20,184.9411189128718,188.7446885112738,54,66,79,94,126,155,0.0,0.0,0.1792452830188679,0.4339622641509434,1338.5480164390824,678.1296361218472,459859.8033867488,cyto
